Temperature,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Time
25.43148902311937,0.6779162599172879,0.2083985494026322,0.0330975358583238,0.1457575604708882,0.291932535460236,0.0
24.48605607956291,0.8018513636288542,0.44598851614218,0.8690824508137137,0.4990153941162419,0.5314902896318615,0.16666666666666666
20.05508693187329,0.7818165015834767,0.0405957839665831,0.2057728809384447,0.5172254623922419,0.5984572603204994,0.3333333333333333
22.78169014090686,0.6510298980198983,0.3160177740212351,0.9457974326449724,0.4332415943383508,0.3786725245681421,0.5
25.292826286010715,0.2923572729496412,0.8934625683089814,0.2891882016943824,0.4903466176041912,0.0125023039135587,0.6666666666666666
24.99035529384579,0.9433491513574584,0.0639479824077186,0.7182884276419781,0.8390385757470588,0.9831746259340752,0.8333333333333333
23.9846718819335,0.6740628282762199,0.1941817464706308,0.0362899115787836,0.0416490160632929,0.4121915971976568,1.0
20.000531487726512,0.2488432539066598,0.5933273894522858,0.4341203219406152,0.3016000826611343,0.0217414151836181,1.1666666666666665
30.06108447671606,0.4090158559907326,0.6713077921856581,0.9322601647968832,0.1702146715675055,0.9005149307580157,1.3333333333333333
21.6801044776502,0.9368602185510564,0.7359419115088305,0.2269049762065234,0.9993124991273457,0.6932736160279235,1.5
29.04899828923488,0.4509909104935714,0.7404479606021279,0.6984621995757012,0.187612971135036,0.5868709928072735,1.6666666666666665
28.32322763415351,0.236091596596689,0.0225765854456521,0.3744761512716368,0.2552447819555481,0.7661692971849611,1.8333333333333333
25.54785011976895,0.0307434634303547,0.5928295625993444,0.7106245542649193,0.4255748402568032,0.7225420959541176,2.0
24.310451808048665,0.0470199632039175,0.9527210608931972,0.8154089672751287,0.4105186295543263,0.488742709974572,2.1666666666666665
22.59364390619874,0.6329287401863636,0.0027316063359487,0.3271181477445252,0.1064434987948711,0.1079717093592075,2.333333333333333
20.99256278768865,0.4567897928448012,0.9899624621251027,0.2855589838691168,0.975520298611962,0.683311300752837,2.5
26.23403489519487,0.7015526821627347,0.5603334270354865,0.2797323126348247,0.894963063725244,0.134359717335684,2.6666666666666665
24.4226379495571,0.2015323998302627,0.4219566526527768,0.8750074446736653,0.2689455642666356,0.8606676077228398,2.833333333333333
28.78189406345849,0.0175171077923763,0.2890547623865311,0.6656350745744908,0.5306969694212019,0.6485374916116464,3.0
